,,,,,,,,,
MoleculeName,Shift,Moiety,Multiplicity,RelativeIntegral,Other peaks,Urine,Plasma,Feces,Tissue
cholate,3.51,,multiplet,,"0.72(s), 0.91(s), 0.96(d), 1.0(td), 1.16(m), 1.32(m), 1.43(m), 1.50(d), 1.66(m), 1.74(m), 1.79(dt), 2.02(m), 2.11(m), 2.23(m), 3.51(m), 3.90(s broad), 4.07(t=br s)",,,,
cholate,3.9,,singlet broad,,"0.72(s), 0.91(s), 0.96(d), 1.0(td), 1.16(m), 1.32(m), 1.43(m), 1.50(d), 1.66(m), 1.74(m), 1.79(dt), 2.02(m), 2.11(m), 2.23(m), 3.51(m), 3.90(s broad), 4.07(t=br s)",,,,
cholate,4.07,,triplet=broad s,,"0.72(s), 0.91(s), 0.96(d), 1.0(td), 1.16(m), 1.32(m), 1.43(m), 1.50(d), 1.66(m), 1.74(m), 1.79(dt), 2.02(m), 2.11(m), 2.23(m), 3.51(m), 3.90(s broad), 4.07(t=br s)",,,,
Cholesterol,0.66,C18 (in HDL),m,,"0.66(m), 0.70(m), 0.84(m), 0.91(m)",,,,
Cholesterol,0.7,C18(in VLDL/LDL),m,,"0.66(m), 0.70(m), 0.84(m), 0.91(m)",,,,
Cholesterol,0.84,"C26,C27",multiplet,,"0.66(m), 0.70(m), 0.84(m), 0.91(m)",,,,
Cholesterol,0.91,C21,multiplet,,"0.66(m), 0.70(m), 0.84(m), 0.91(m)",,,,
Cholesterol,missing,,,,,,,,
Cholesterol,,INSOLUBLE,,,,,,,
Cholic acid,,,,,,,,,
Choline,3.21,CH3,singlet,1,"3.21(s), 3.52(m), 4.07(m)",1,0,1,
Choline,3.21,CH3-N,s,,,,,,
Choline,3.52,CH2NH,multiplet,0.07,"3.21(s), 3.52(m), 4.07(m)",1,0,1,
Choline,3.54,CH2-N,dd,,,,,,
Choline,4.07,CH2OH,multiplet,0.06,"3.21(s), 3.52(m), 4.07(m)",1,0,1,
Choline,4.07,CH2-OH,m,,,,,,
Chondrotin sulphate A,2.03,COMPLEX,doublet,1,,,,,
Chondrotin sulphate B,2.08,COMPLEX,multiplet,1,,,,,
Chondrotin sulphate C,2.03,COMPLEX,singlet,1,,,,,
Chorismate,,UNASSIGNED,,,,,,,
cinnamate,6.52,,doublet,,"6.52(d), 7.39(d), 7.43(d), 7.45(tb), 7.62(db)",,,,
cinnamate,7.39,,doublet,,"6.52(d), 7.39(d), 7.43(d), 7.45(tb), 7.62(db)",,,,
cinnamate,7.43,,doublet,,"6.52(d), 7.39(d), 7.43(d), 7.45(tb), 7.62(db)",,,,
cinnamate,7.45,,triplet broad,,"6.52(d), 7.39(d), 7.43(d), 7.45(tb), 7.62(db)",,,,
cinnamate,7.62,,doublet broad,,"6.52(d), 7.39(d), 7.43(d), 7.45(tb), 7.62(db)",,,,
cis-4-Hydroxyproline,,UNASSIGNED,,,,,,,
cis-Aconitate (TCA),3.12,CH2,singlet=doublet,1,"3.12(d=s), 5.72(t=s)",,,,
cis-Aconitate (TCA),5.72,CH,singlet=triplet,0.54,"3.12(d=s), 5.72(t=s)",,,,
Cis-aconitic acid,6.33,CH,s,,,,,,
Citramalate,,MANY SPECIES,,,,,,,
Citramalic acid,1.33,CH3,singlet,,,,,,
Citramalic acid,2.44,CH',doublet,,,,,,
Citramalic acid,2.74,CH,doublet,,,,,,
Citrate (TCA),2.54,CH2(ii),doublet,0.86,"2.54(d), 2.66(d)",1,1,0,
Citrate (TCA),2.66,CH2(I),doublet,1,"2.54(d), 2.66(d)",1,1,0,
Citric acid,2.53,CH',doublet,,,,,,
Citric acid,2.67,CH,doublet,,,,,,
Citrulline,1.55,γ'CH2,multiplet,,,,,,
Citrulline,1.58,gammaCH2,multiplet,0.35,"1.58(m), 1.88(m), 3.15(q), 3.76(t), 6.37(s broad)",,,,
Citrulline,1.61,γCH2,multiplet,,,,,,
Citrulline,1.88,betaCH2,multiplet,0.08,"1.58(m), 1.88(m), 3.15(q), 3.76(t), 6.37(s broad)",,,,
Citrulline,1.88,βCH2,multiplet,,,,,,
Citrulline,3.15,deltaCH2,qt,0.74,"1.58(m), 1.88(m), 3.15(q), 3.76(t), 6.37(s broad)",,,,
Citrulline,3.15,δCH2,t,,,,,,
Citrulline,3.76,alphaCH,triplet,1,"1.58(m), 1.88(m), 3.15(q), 3.76(t), 6.37(s broad)",,,,
Citrulline,3.76,αCH,triplet,,,,,,
Citrulline,6.37,,singlet,,"1.58(m), 1.88(m), 3.15(q), 3.76(t), 6.37(s broad)",,,,
CMP,,,,,,,,,
Creatine,3.03,CH3,singlet,,"3.03(s), 3.94(s)",1,1,1,
Creatine,3.04,N-CH3,s,,,,,,
Creatine,3.93,N-CH2,s,,,,,,
Creatine,3.94,CH2,singlet,,"3.03(s), 3.94(s)",1,1,1,
Creatinine,3.05,CH3,singlet,1,"3.05(s), 4.06(s)",1,0,1,
Creatinine,4.06,CH2,singlet,0.43,"3.05(s), 4.06(s)",1,0,1,
CTP,4.28,H4'+H5',c,,,,,,
CTP,4.34,H3',t,,,,,,
CTP,4.41,H2',t,,,,,,
CTP,6.01,H1',d,,,,,,
CTP,6.15,H5-ring,d,,,,,,
CTP,7.97,H6-ring,doublet,,,,,,
Cystathionine,2.18,βCH2,complex,,,,,,
Cystathionine,2.74,γCH2,complex,,,,,,
Cystathionine,3.10,β'CH',dd,,,,,,
Cystathionine,3.16,β'CH,dd,,,,,,
Cystathionine,3.87,αCH,doublet of doublets,,,,,,
Cystathionine,3.97,αCH,complet,,,,,,
Cystathionine,,UNASSIGNED,,,,,,,
Cysteamine,2.84,CH2SH,triplet,0.99,,,,,
Cysteamine,3.19,CH2NH2,triplet,1,,,,,
Cysteate,3.29,CH2(I),doublet of doublets,0.95,,,,,
Cysteate,3.55,CH2(I),doublet of doublets,1,,,,,
Cysteate,4.1,CHNH2,doublet of doublets,0.73,,,,,
Cysteine,3.03,CH2(ii),doublet of doublets,1,,,,,
Cysteine,3.04,β'CH2,dd,,,,,,
Cysteine,3.1,CH2(I),doublet of doublets,0.91,,,,,
Cysteine,3.12,βCH2,dd,,,,,,
Cysteine,3.97,CH,triplet,0.66,,,,,
Cysteine,4.00,αCH,dd,,,,,,
Cystine ,,,,,,,,,
Cytidine,3.81,,doublet of doublets,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,3.82,H5',doublet of doublets,,,,,,
Cytidine,3.92,,doublet of doublets,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,3.93,H5',dd,,,,,,
Cytidine,4.11,,multiplet,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,4.14,H4',c,,,,,,
Cytidine,4.2,,triplet,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,4.22,H3',t,,,,,,
Cytidine,4.3,,triplet,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,4.31,H2',t,,,,,,
Cytidine,5.89,,doublet,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,5.91,H1',d,,,,,,
Cytidine,6.05,5-CH,doublet,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,6.06,H5-ring,d,,,,,,
Cytidine,7.83,6-CH,doublet,,"3.81(dd), 3.92(dd), 4.11(m), 4.20(t), 4.30(t), 5.89(d), 6.05(d), 7.83(d)",0,0,1,
Cytidine,7.84,H6-ring,doublet,,,,,,
Cytosine,5.98,H5,doublet,0.83,"5.98(d), 7.51(d)",0,0,1,
Cytosine,5.98,H5-ring,d,,,,,,
Cytosine,7.51,H6,doublet,1,"5.98(d), 7.51(d)",0,0,1,
Cytosine,7.51,H6-ring,doublet,,,,,,
D(-)-3-Phosphoglycerate,3.88,CH2,multiplet,1,,,,,
D(-)-3-Phosphoglycerate,4.04,CH2,multiplet,0.68,,,,,
D(-)-3-Phosphoglycerate,4.19,CHOH,doublet of doublets,0.84,,,,,
D(-)-Fructose,,,,,,,,,
D(+)-2-Phosphoglycerate,3.79,CH(ii),quartet,0.88,,,,,
D(+)-2-Phosphoglycerate,3.91,CH(I),doublet of doublets,1,,,,,
D(+)-2-Phosphoglycerate,4.47,CH2OH,multiplet,0.42,,,,,
D(+)-Fucose,,UNASSIGNED,,,,,,,
D(+)-Galactose,,UNASSIGNED,,,,,,,
D(+)-Neopterin,3.7,CH2(ii),doublet of doublets,0.23,"3.70(dd), 3.84(dd), 4.13(td), 8.66(s)",,,,
D(+)-Neopterin,3.84,CH2(I),doublet of doublets,0.23,"3.70(dd), 3.84(dd), 4.13(td), 8.66(s)",,,,
D(+)-Neopterin,4.13,,triplet of doublets,,"3.70(dd), 3.84(dd), 4.13(td), 8.66(s)",,,,
D(+)-Neopterin,8.66,CH,singlet,1,"3.70(dd), 3.84(dd), 4.13(td), 8.66(s)",,,,
Delta-aminolevulinate,2.5,alphaCH2,triplet,0.88,,,,,
Delta-aminolevulinate,2.8,betaCH2,triplet,0.8,,,,,
Delta-aminolevulinate,4.09,deltaCH,singlet,1,,,,,
Delta-hydroxylysine,1.62,gammaCH2,tm,0.67,,,,,
Delta-hydroxylysine,2.06,betaCH2,dm,0.56,,,,,
Delta-hydroxylysine,2.94,CH2NH2(ii),multiplet,1,,,,,
Delta-hydroxylysine,3.16,CH2NH2(I),doublet of doublets,1,,,,,
Delta-hydroxylysine,3.78,CHOH,dt,0.28,,,,,
Delta-hydroxylysine,3.9,CHCOOH,triplet,0.5,,,,,
Delta-hydroxylysine,,UNASSIGNED,,,,,,,
Delta-pyroline-5-carboxylate,1.78,CH2(ii),multiplet,0.62,,,,,
Delta-pyroline-5-carboxylate,2.23,CH2(I),multiplet,0.56,,,,,
Delta-pyroline-5-carboxylate,2.66,CH2,dm,0.59,,,,,
Delta-pyroline-5-carboxylate,4.52,CHCOOH,multiplet,0.26,,,,,
Delta-pyroline-5-carboxylate,8.19,H2,doublet of doublets,1,,,,,
Deoxycholate,0.7,,singlet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,0.91,,singlet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,0.95,,singlet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,1.43,,multiplet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,1.87,,multiplet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,2.1,,doublet of doublets of doublets,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,2.22,,triplet of doublets,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,3.65,,multiplet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
Deoxycholate,4.06,,tripet,,"0.70(s), 0.91(s), 0.95(s), 1.43(m) 1.87(m), 2.10(ddd), 2.22(td), 3.65(m), 4.06(t)",,,,
D-Fructose,3.58,,m,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Fructose,3.7,,multiplet,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Fructose,3.82,,multiplet,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Fructose,3.9,,doublet of doublets,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Fructose,4.01,,m,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Fructose,4.03,,dd,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Fructose,4.12,,doublet,,"3.58(m), 3.70(m), 3.82(m), 3.90(dd), 4.01(m), 4.03(dd), 4.12(d)",,,,
D-Galactose,3.48,,doublet of doublets,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,3.64,,doublet of doublets,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,3.72,,multiplet,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,3.82,,multiplet,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,3.92,,d,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,3.98,,doublet,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,4.07,,t,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,4.58,,d,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Galactose,5.26,,d,,"3.48(dd), 3.64(dd), 3.72(m), 3.82(m), 3.92(d), 3.98(d) 4.07(t), 4.58(d), 5.26(d)",,,,
D-Glucono-delta-lactone,3.63,CH2(ii),doublet of doublets,0.72,,,,,
D-Glucono-delta-lactone,3.73,CH2(I),multiplet,1,,,,,
D-Glucono-delta-lactone,3.83,H5 and H6,multiplet,0.9,,,,,
D-Glucono-delta-lactone,3.88,H4,doublet of doublets,0.65,,,,,
D-Glucono-delta-lactone,4.13,H3,doublet of doublets,0.72,,,,,
D-Glucono-gamma-lactone,,UNASSIGNED,,,,,,,
D-glucose,3.24,,doublet of doublets,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,3.4,,multiplet,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,3.46,,multiplet,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,3.53,,doublet of d#,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,3.73,,multiplet,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,3.82,,multiplet,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,3.9,,doublet of doublets,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,4.63,,doublet,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-glucose,5.22,,doublet,,"3.24(dd=t), 3.40(m), 3.47(m), 3.54(dd), 3.72(m), 3.82(m), 3.90(dd), 4.63(d), 5.22(d)",,,,
D-Glucose-6-phosphate,,UNASSIGNED,,,,,,,
Dihydrothymine,1.07,CH3,doublet,1,,,,,
Dihydrothymine,2.47,CH,multiplet,0.15,,,,,
Dihydrothymine,3.17,CH2,multiplet,0.21,,,,,
Dihydroxyacetone,3.58,CH2(ii),singlet,1,,,,,
Dihydroxyacetone,4.42,CH2(I),singlet,1,,,,,
Dimethyl sulfone,3.16,,singlet,,3.16(s),,,,
Dimethylamine,2.73,CH3,singlet,,2.73(s),,,,
dimethylamine (DMA),2.72,2xCH3,singlet,,2.72(s),1,0,1,
Dimethylglycine,2.94,CH3,singlet,,"2.94(s), 3.83(s)",,,,
Dimethylglycine,3.83,CH2,singlet,,"2.94(s), 3.83(s)",,,,
Dimethylglycine (DMG),2.92,,singlet,,"2.92(s), 3.72(s)",1,,1,
Dimethylglycine (DMG),3.72,,singlet,,"2.92(s), 3.72(s)",1,,1,
Dimethylurea,2.69,2xCH3,singlet,1,,,,,
D-Maltose,3.27,doublet of doublet=triplet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.41,triplet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.58,multiplet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.62,,multiplet,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.66,,multiplet,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.7,,multiplet,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.76,,multiplet,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.84,,multiplet,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.9,doublet of doublet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.93,multiplet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,3.96,,triplet,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,4.65,doublet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,5.22,doublet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Maltose,5.4,doublet,,,"3.27(dd=t), 3.41(t), 3.58(m), 3.62(m), 3.66(m), 3.70(m), 3.76(m), 3.84(m), 3.90(dd), 3.93(m), 3.96(t), 4.65(d), 5.22(d), 5.40(d)",,,,
D-Mannose,3.38,,dd,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,3.57,,t,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,3.65,,multiplet,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,3.74,,multiplet,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,3.8,,multiplet,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,3.88,,doublet of doublets,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,3.92,,m,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,4.9,,d=s,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
D-Mannose,5.18,,d,,"3.38(dd), 3.57(t), 3.65(m), 3.74(m), 3.80(m), 3.88(dd), 3.92(m), 4.90(d=s), 5.18(d)",,,,
Dopamine,2.88,CH2CH2NH2,triplet,0.86,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.91(d)",,,,
Dopamine,2.88,CH2to ring,triplet,,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.92(d)",,,,
Dopamine,3.23,CH2NH2,triplet,1,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.91(d)",,,,
Dopamine,3.23,CH2-N,t,,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.92(d)",,,,
Dopamine,6.76,H5,doublet,0.3,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.91(d)",,,,
Dopamine,6.76,H6-ring,dd,,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.92(d)",,,,
Dopamine,6.87,H2,singlet,0.59,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.91(d)",,,,
Dopamine,6.87,H2-ring,d,,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.92(d)",,,,
Dopamine,6.91,H6,doublet,0.55,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.91(d)",,,,
Dopamine,6.92,H5-ring,d,,"2.88(t), 3.23(t), 6.76(d), 6.87(s), 6.92(d)",,,,
D-Ribose,3.52,,dd,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.61,,doublet of doublets,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.68,,multiplet,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.75,,doublet of doublets,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.81,,doublet of doublets,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.83,,doublet of doublets,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.85,,multiplet,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.88,,multiplet,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.92,,dd,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.92,,t,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,3.98,,multiplet,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,4.1,,multiplet,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
D-Ribose,4.21,,dd=t,,"3.52(dd), 3.61(dd), 3.68(m), 3.75(dd), 3.81(dd), 3.85(dd), 3.88(m), 3.92(dd), 3.92(t), 4.10(m), 4.21(dd=t), 4.86(d=s), 4.92(d), 5.25(d), 5.38(d)",,,,
